"VNRO","PKOKO"
"068721",28
"068723",98
"068733",56
"068744",98
"068755",14
"068758",84
"068766",28
"068776",30
"068777",56
"068788",98
"068797",30
"068936",10
"068937",28
"068963",20
"069019",56
"069078",25
"069087",25
"069088",100
"069096",56
"069102",250
"069116",5
"069119",50
"069127",5
"069138",5
"069146",20
"069149",5
"069162",5
"069171",100
"069177",100
"069196",28
"069199",90
"069207",100
"069218",450
"069222",28
"069224",100
"069233",30
"069242",100
"069251",100
"069288",1
"069305",60
"069343",28
"069347",84
"069365",98
"069368",473
"069376",28
"069398",98
"069435",50
"069455",28
"069477",100
"069489",56
"069567",10
"069575",100
"069648",112
"069678",90
"069707",98
"069727",100
"069782",100
"069790",1
"069793",30
"069799",15
"069807",14
"069809",100
"069815",98
"069831",100
"069872",100
"069912",30
"069930",100
"069940",1
"069956",30
"070005",12
"070009",30
"070020",1
"070031",1
"070037",30
"070042",1
"070082",1
"070110",100
"070119",5
"070128",30
"070136",60
"070137",120
"070148",1
"070158",28
"070185",100
"070227",120
"070263",30
"070285",28
"070305",30
"070314",100
"070323",30
"070332",100
"070349",30
"070361",100
"070372",30
"070378",60
"070384",100
"070395",30
"070405",28
"070406",100
"070416",6
"070418",100
"070433",5
"070453",50
"070483",60
"070493",56
"070528",100
"070563",1
"070573",100
"070580",7
"070599",10
"070648",48
"070690",30
"070701",100
"070745",30
"070756",2
"070767",8
"070779",16
"070789",30
"070797",100
"070798",30
"070846",150
"070867",28
"070879",98
"070890",28
"070901",98
"070928",180
"070947",50
"070979",30
"071045",60
"071072",16
"071108",100
"071115",98
"071123",28
"071127",98
"071132",30
"071141",100
"071161",150
"071166",50
"071172",150
"071183",100
"071184",20
"071195",30
"071198",10
"071223",1
"071231",56
"071232",5
"071240",28
"071252",98
"071263",28
"071275",98
"071282",105
"071458",24
"071488",250
"071498",300
"071502",30
"071521",60
"071523",30
"071555",10
"071563",20
"071574",12
"071580",1
"071589",5
"071655",20
"071690",90
"071701",30
"071713",30
"071725",100
"071736",100
"071738",50
"071747",100
"071784",98
"071883",1
"071892",7
"071901",140
"071950",100
"071965",84
"071990",28
"072011",10
"072082",50
"072089",1.03
"072111",1.5
"072116",12
"072122",5
"072133",2.5
"072177",28
"072187",14
"072199",6
"072209",28
"072298",7
"072328",98
"072330",15
"072355",15
"072363",15
"072371",5
"072404",30
"072417",24
"072432",14
"072491",100
"072546",2000
"072553",50
"072573",6
"072595",20
"072622",100
"072641",20
"072654",20
"072716",30
"072725",100
"072731",50
"072739",5
"072744",32
"072752",200
"072761",200
"072770",2
"072827",30
"072835",100
"072843",30
"072850",100
"072887",28
"072896",98
"072905",28
"072914",98
"072965",80
"072971",28
"072978",60
"072990",2
"072996",60
"073025",2
"073027",60
"073048",60
"073064",5
"073069",30
"073078",30
"073087",100
"073096",30
"073105",100
"073138",10
"073161",42
"073224",100
"073233",1
"073237",100
"073242",30
"073251",90
"073266",14
"073278",50
"073313",60
"073339",5
"073350",28
"073372",24
"073376",7
"073389",14
"073478",20
"073544",25
"073551",100
"073575",56
"073597",5
"073606",5
"073615",5
"073624",5
"073668",98
"073669",30
"073676",15
"073678",30
"073682",28
"073687",30
"073722",30
"073758",28
"073783",20
"073803",4
"073805",100
"073808",7
"073817",60
"073881",50
"073916",100
"073928",30
"073947",50
"073990",100
"073999",20
"074005",60
"074015",4
"074024",12
"074042",28
"074051",98
"074060",28
"074069",98
"074078",28
"074087",98
"074163",4
"074164",30
"074174",7.5
"074192",100
"074229",28
"074237",30
"074243",90
"074252",100
"074270",100
"074278",200
"074279",100
"074298",30
"074302",10
"074309",100
"074310",100
"074312",6
"074313",100
"074315",70
"074320",30
"074331",100
"074336",15
"074351",18
"074455",30
"074466",100
"074477",30
"074504",28
"074529",50
"074602",30
"074713",100
"074723",45
"074725",100
"074732",28
"074815",3
"074823",3
"074856",200
"074864",100
"074872",100
"074894",1
"074922",30
"074923",100
"074927",28
"074955",2
"074989",28
"074997",98
"074998",50
"075009",100
"075010",28
"075020",10
"075028",98
"075031",30
"075042",90
"075064",30
"075069",30
"075075",90
"075093",28
"075100",50
"075101",98
"075141",28
"075187",1
"075268",28
"075283",20
"075344",30
"075505",30
"075514",100
"075518",1
"075524",10
"075533",100
"075536",7
"075542",30
"075543",10
"075548",100
"075551",100
"075591",30
"075676",28
"075715",1
"075724",1
"075732",100
"075733",1
"075758",98
"075796",7.5
"075845",28
"075846",98
"075848",28
"075856",98
"075867",28
"075869",2
"075878",2
"075880",98
"075888",2
"075897",2
"075906",2
"075915",2
"075956",98
"075959",90
"076000",50
"076006",28
"076015",28
"076024",28
"076033",98
"076043",98
"076052",98
"076059",100
"076061",100
"076070",500
"076088",500
"076106",500
"076115",100
"076120",28
"076133",30
"076203",4
"076215",4
"076226",8
"076237",4
"076248",8
"076259",12
"076265",100
"076270",4
"076273",50
"076281",100
"076282",8
"076293",12
"076299",100
"076316",50
"076327",100
"076331",300
"076334",30
"076348",100
"076354",10
"076358",1
"076403",5
"076455",100
"076463",200
"076505",100
"076513",100
"076516",4
"076534",56
"076543",28
"076555",98
"076562",30
"076566",28
"076570",100
"076577",98
"076604",100
"076622",30
"076628",60
"076634",90
"076645",30
"076656",90
"076667",1
"076680",1
"076687",60
"076690",4
"076691",1
"076702",1
"076734",60
"076737",1
"076740",60
"076743",100
"076763",1
"076792",1
"076805",5
"076887",21
"076896",30
"076914",120
"076927",5
"076935",5
"076943",7
"076949",0.9
"076950",10
"076977",28
"076982",1
"076989",60
"076995",4
"077029",28
"077031",5
"077037",21
"077040",30
"077046",60
"077057",100
"077065",30
"077073",100
"077115",100
"077156",50
"077164",50
"077180",25
"077230",200
"077297",600
"077324",1
"077333",40
"077342",40
"077385",20
"077525",98
"077538",28
"077562",10
"077573",10
"077606",30
"077615",30
"077624",30
"077633",30
"077636",100
"077642",30
"077652",30
"077661",30
"077664",63
"077668",56
"077677",30
"077768",30
"077805",15
"077843",100
"077875",10
"077878",30
"077881",100
"077887",90
"077915",50
"077953",30
"077988",1
"077994",180
"078038",90
"078047",5
"078058",20
"078070",5
"078081",20
"078092",5
"078114",5
"078136",5
"078145",30
"078205",250
"078216",100
"078246",30
"078277",100
"078286",1
"078476",1
"078509",6
"078520",6
"078531",6
"078544",6
"078555",6
"078566",6
"078577",4
"078588",4
"078599",6
"078610",6
"078617",30
"078621",6
"078623",15
"078632",15
"078633",6
"078644",6
"078655",6
"078666",4
"078674",30
"078677",4
"078694",56
"078825",100
"078836",100
"078847",100
"078895",5
"078933",15
"078949",20.8
"078956",2
"078964",200
"079011",500
"079053",28
"079061",98
"079084",9
"079092",100
"079202",10
"079210",30
"079228",100
"079244",50
"079246",12
"079272",30
"079294",10
"079327",5
"079335",5
"079353",100
"079358",24
"079364",98
"079370",96
"079381",204
"079426",20
"079499",50
"079519",28
"079595",473
"079597",100
"079653",28
"079660",12
"079665",30
"079683",98
"079690",90
"079733",84
"079734",30
"079745",100
"079790",30
"079801",100
"079803",1
"079812",30
"079823",100
"079850",20
"079855",500
"079856",98
"079900",100
"079938",100
"079970",30
"079989",5
"080010",100
"080023",30
"080034",90
"080071",6
"080088",56
"080122",1
"080196",30
"080267",2.5
"080307",28
"080364",30
"080408",100
"080416",100
"080424",1
"080456",100
"080470",30
"080482",100
"080499",50
"080507",100
"080544",100
"080546",8
"080564",1
"080584",90
"080607",100
"080621",100
"080629",6
"080632",60
"080635",10
"080640",30
"080652",100
"080717",100
"080722",98
"080755",12
"080777",1
"080789",0.5
"080800",60
"080820",1
"080882",30
"080913",15
"080934",30
"080986",200
"080987",1
"081018",7.5
"081083",100
"081109",10
"081126",14
"081136",30
"081137",56
"081148",100
"081159",30
"081171",56
"081183",100
"081194",30
"081205",56
"081217",100
"081228",30
"081239",56
"081250",100
"081305",60
"081315",12.5
"081323",100
"081344",30
"081349",100
"081383",90
"081430",100
"081434",100
"081512",14
"081523",7
"081525",10
"081530",21
"081534",20
"081543",50
"081552",5
"081561",12
"081571",2
"081581",10
"081588",28
"081596",30
"081601",2
"081604",100
"081613",24
"081624",96
"081625",2
"081635",204
"081652",5
"081662",10
"081669",21
"081679",250
"081681",28
"081704",28
"081708",84
"081729",100
"081767",28
"081790",90
"081802",100
"081829",28
"081840",98
"081845",100
"081853",28
"081864",98
"081875",4
"081886",8
"081898",12
"081909",4
"081912",8
"081920",8
"081931",12
"081968",100
"081976",12
"081984",30
"082016",100
"082021",98
"082032",50
"082033",10
"082040",100
"082056",100
"082112",28
"082125",98
"082140",30
"082160",10
"082190",60
"082233",36
"082237",15
"082242",30
"082252",100
"082309",84
"082313",30
"082465",12
"082476",10
"082508",56
"082545",49
"082560",12
"082580",28
"082591",98
"082669",200
"082675",100
"082685",60
"082719",60
"082727",5
"082744",100
"082747",100
"082769",2
"082776",28
"082778",30
"082787",90
"082814",30
"082818",6
"082838",20
"082899",30
"082909",12
"082910",90
"082925",6
"082931",28
"082939",10
"082951",84
"082958",56
"082977",28
"083006",12
"083097",28
"083105",100
"083113",28
"083121",56
"083167",56
"083188",50
"083191",28
"083204",112
"083215",98
"083224",28
"083233",98
"083242",28
"083246",100
"083251",98
"083278",7
"083287",200
"083288",10
"083296",6
"083307",4
"083318",4
"083322",48
"083340",14
"083341",4
"083345",28
"083353",4
"083360",10
"083375",6
"083378",100
"083387",4
"083394",50
"083398",4
"083402",300
"083409",4
"083410",100
"083420",6
"083428",50
"083436",100
"083440",100
"083444",300
"083451",10
"083470",30
"083476",6
"083479",100
"083487",4
"083520",5
"083525",10
"083527",100
"083531",30
"083535",100
"083544",100
"083550",10
"083584",112
"083609",30
"083618",28
"083626",56
"083634",112
"083642",100
"083667",100
"083673",10
"083733",30
"083741",100
"083758",30
"083790",28
"083808",30
"083816",100
"083886",112
"083899",30
"083927",30
"083938",100
"083961",5
"083984",7
"083993",100
"083995",10
"084017",10
"084059",25
"084164",30
"084175",100
"084182",90
"084214",5
"084223",5
"084232",5
"084241",5
"084250",5
"084264",180
"084277",15
"084303",30
"084371",5
"084396",50
"084406",28
"084430",100
"084441",28
"084483",60
"084614",100
"084669",1
"084678",1
"084687",1
"084696",1
"084705",1
"084714",1
"084751",1
"084753",5
"084756",30
"084778",1
"084787",1
"084814",5
"084860",10
"084864",30
"084869",60
"084880",7.5
"084906",100
"085001",30
"085027",7.5
"085042",30
"085051",100
"085060",30
"085069",100
"085122",3
"085164",200
"085195",2
"085205",0.3
"085217",200
"085223",8
"085258",56
"085282",50
"085287",3
"085290",30
"085316",112
"085365",30
"085366",90
"085373",30
"085407",50
"085488",30
"085506",200
"085522",30
"085584",75
"085603",90
"085621",100
"085637",100
"085662",30
"085738",30
"085770",56
"085784",100
"085792",1
"085826",120
"085842",2000
"085845",100
"085851",2000
"085852",10
"085860",30
"085878",100
"085906",30
"085911",56
"085915",30
"085969",100
"085987",100
"086108",100
"086114",28
"086115",260
"086123",28
"086124",28
"086142",56
"086163",24
"086173",10
"086181",30
"086264",2000
"086278",63
"086280",4
"086288",14
"086292",7
"086297",56
"086355",10
"086371",10
"086389",50
"086407",1
"086414",28
"086420",10
"086426",98
"086436",30
"086437",28
"086448",98
"086496",100
"086553",100
"086579",112
"086587",5
"086596",30
"086608",100
"086619",30
"086625",100
"086630",100
"086634",100
"086641",30
"086654",100
"086801",100
"086840",50
"086843",100
"086867",1
"086878",10
"086879",1
"086890",10
"086901",90
"086924",28
"086935",84
"086937",28
"086942",112
"086968",100
"086969",100
"086996",4
"087001",100
"087047",28
"087081",28
"087116",30
"087127",100
"087138",30
"087147",98
"087149",100
"087163",50
"087201",56
"087205",2
"087221",100
"087229",1
"087239",50
"087240",1
"087258",28
"087298",100
"087304",10
"087312",30
"087320",100
"087358",28
"087378",30
"087388",90
"087411",10
"087416",12
"087429",50
"087437",6
"087539",112
"087572",150
"087593",100
"087601",100
"087667",28
"087791",100
"087904",30
"087948",100
"088047",8
"088054",26
"088062",8
"088112",50
"088143",50
"088157",8
"088207",24
"088218",36
"088230",5
"088250",28
"088252",20
"088261",120
"088288",30
"088293",98
"088297",100
"088306",30
"088310",20
"088315",100
"088324",30
"088328",100
"088333",100
"088342",20
"088352",20
"088361",60
"088370",60
"088379",60
"088388",60
"088393",6
"088398",100
"088406",50
"088424",50
"088442",50
"088445",56
"088451",100
"088455",30
"088460",50
"088463",28
"088469",100
"088477",30
"088558",28
"088612",98
"088691",100
"088705",60
"088714",2
"088725",56
"088736",28
"088751",56
"088765",26
"088767",100
"088773",50
"088781",100
"088792",5
"088817",56
"088887",100
"088891",4
"088896",100
"088898",100
"088905",100
"088909",50
"088952",98
"088993",60
"089058",10
"089077",1
"089079",1
"089129",25
"089195",14
"089250",26
"089276",112
"089292",112
"089305",100
"089314",100
"089319",90
"089326",4
"089338",50
"089361",100
"089398",56
"089399",98
"089406",4
"089418",8
"089429",4
"089440",8
"089452",12
"089463",4
"089475",8
"089478",15
"089486",12
"089487",22.5
"089490",30
"089497",6
"089509",6
"089520",6
"089533",180
"089588",28
"089600",98
"089627",5
"089643",30
"089648",10
"089722",10
"089730",50
"089775",12
"089801",5
"089870",84
"089913",5
"089936",2
"089952",100
"089953",10
"090019",50
"090032",0.6
"090050",30
"090051",24
"090054",30
"090058",10
"090060",40
"090070",14
"090076",30
"090078",20
"090084",100
"090087",32
"090096",100
"090100",30
"090118",100
"090142",30
"090149",1
"090156",1
"090158",1
"090159",100
"090161",1
"090183",10
"090209",100
